pmid,title,has_url,is_false_positive,confidence,reason
32696292,"TLPdb: A Resource for Thaumatin-Like Proteins.",True,N,high,Title contains 'Resource' and 'db' suffix; has URL
23193278,"The Rice Genome Knowledgebase (RGKbase): an annotation database for rice comparative genomics and evolutionary biology.",True,N,high,Title contains 'Knowledgebase' and 'database'; has URL
25776024,"LMPID: a manually curated database of linear motifs mediating protein-protein interactions.",True,N,high,Database indicated by 'D' suffix; has URL
"23203875, 29106634","TCMID: Traditional Chinese Medicine integrative database for herb molecular mechanism analysis.",True,N,high,Title contains 'database'; has URL
29036683,"CR2Cancer: a database for chromatin regulators in human cancer.",True,N,high,Title contains 'database'; has URL
24285301,"AVPdb: a database of experimentally validated antiviral peptides targeting medically important viruses.",True,N,high,Database indicated by 'db' suffix; has URL
26048563,"CYCLoPs: A Comprehensive Database Constructed from Automated Analysis of Protein Abundance and Subcellular Localization Patterns in Saccharomyces cerevisiae.",True,N,high,Title explicitly contains 'Database'; has URL
26400163,"PlantDHS: a database for DNase I hypersensitive sites in plants.",True,N,high,Title contains 'database'; has URL
22058133,"ConoServer: updated content, knowledge, and discovery tools in the conopeptide database.",True,N,high,Title explicitly mentions 'database'; has URL
25336621,"DBTMEE: a database of transcriptome in mouse early embryos.",True,N,high,Database indicated by 'DB' prefix; has URL
30714194,"The Short-chain Dehydrogenase/Reductase Engineering Database (SDRED): A classification and analysis system for a highly diverse enzyme family.",True,N,high,Title explicitly contains 'Database'; has URL
33137185,"iCSDB: an integrated database of CRISPR screens.",True,N,high,Database indicated by 'DB' suffix; has URL
30055873,"PhoPepMass: A database and search tool assisting human phosphorylation peptide identification from mass spectrometry data.",True,N,high,Title contains 'database'; has URL
25592564,"Cell Index Database (CELLX): a web tool for cancer precision medicine.",False,Y,high,Title emphasizes 'tool for' indicating methodology; no URL
26519469,"JuncDB: an exon-exon junction database.",True,N,high,Database indicated by 'DB' suffix; has URL
32380213,"TrypInDB: A searchable online resource of small molecule inhibitors against Trypanosoma sp.",True,N,high,Database indicated by 'DB' suffix and 'resource'; has URL
21245031,"OrchidBase: a collection of sequences of the transcriptome derived from orchids.",True,N,high,Title contains 'collection' and 'Base' suffix; has URL
34485275,"MeiosisOnline: A Manually Curated Database for Tracking and Predicting Genes Associated With Meiosis.",True,N,high,Title explicitly contains 'Database'; has URL
33929018,"IBDDB: a manually curated and text-mining-enhanced database of genes involved in inflammatory bowel disease.",True,N,high,Database indicated by 'DB' suffix; has URL
29989091,"RicyerDB: A Database For Collecting Rice Yield-related Genes with Biological Analysis.",True,N,high,Title explicitly contains 'Database'; has URL
29040761,"PCSD: a plant chromatin state database.",True,N,high,Database indicated by 'D' suffix; has URL
29385404,"TOXsIgN: a cross-species repository for toxicogenomic signatures.",True,N,high,Title contains 'repository'; has URL
33835459,"MODOMICS: An Operational Guide to the Use of the RNA Modification Pathways Database.",True,N,high,Title explicitly mentions 'Database'; has URL
28977473,"dbCoRC: a database of core transcriptional regulatory circuitries modeled by H3K27ac ChIP-seq signals.",True,N,high,Database indicated by 'db' prefix; has URL
30115014,"PdumBase: a transcriptome database and research tool for Platynereis dumerilii and early development of other metazoans.",True,N,high,Title contains 'database' and 'Base' suffix; has URL
30266410,"HCCDB: A Database of Hepatocellular Carcinoma Expression Atlas.",True,N,high,Database indicated by 'DB' suffix and 'Atlas'; has URL
34097004,"DevOmics: an integrated multi-omics database of human and mouse early embryo.",True,N,high,Title contains 'database'; has URL
31686102,"FoldamerDB: a database of peptidic foldamers.",True,N,high,Database indicated by 'DB' suffix; has URL
27899583,"XTalkDB: a database of signaling pathway crosstalk.",True,N,high,Database indicated by 'DB' suffix; has URL
32128558,"LeukmiR: a database for miRNAs and their targets in acute lymphoblastic leukemia.",True,N,high,Title contains 'database'; has URL
26578589,"ORegAnno 3.0: a community-driven resource for curated regulatory annotation.",True,N,high,Title contains 'resource'; has URL
32508104,"Scop3P: A Comprehensive Resource of Human Phosphosites within Their Full Context.",True,N,high,Title contains 'Resource'; has URL
27189556,"RiboDB Database: A Comprehensive Resource for Prokaryotic Systematics.",True,N,high,Title explicitly contains 'Database' and 'Resource'; has URL
30397019,"iProteinDB: An Integrative Database of <i>Drosophila</i> Post-translational Modifications.",True,N,high,Database indicated by 'DB' suffix; has URL
34048547,"emiRIT: a text-mining-based resource for microRNA information.",True,N,high,Title contains 'resource'; has URL
20672376,"pfSNP: An integrated potentially functional SNP resource that facilitates hypotheses generation through knowledge syntheses.",True,N,high,Title contains 'resource'; has URL
33068435,"AcrDB: a database of anti-CRISPR operons in prokaryotes and viruses.",True,N,high,Database indicated by 'DB' suffix; has URL
23293959,"Three-dimensional structure database of natural metabolites (3DMET): a novel database of curated 3D structures.",True,N,high,Title explicitly contains 'database' twice; has URL
25377257,"BactPepDB: a database of predicted peptides from a exhaustive survey of complete prokaryote genomes.",True,N,high,Database indicated by 'DB' suffix; has URL
29059320,"DiseaseEnhancer: a resource of human disease-associated enhancer catalog.",True,N,high,Title contains 'resource' and 'catalog'; has URL
31598702,"VISDB: a manually curated database of viral integration sites in the human genome.",True,N,high,Database indicated by 'DB' suffix; has URL
23284744,"StRAP: an integrated resource for profiling high-throughput cancer genomic data from stress response studies.",True,N,high,Title contains 'resource'; has URL
33247934,"OGDA: a comprehensive organelle genome database for algae.",True,N,high,Title contains 'database'; has URL
32451429,"MyomirDB: A unified database and server platform for muscle atrophy myomiRs, coregulatory networks and regulons.",True,N,high,Database indicated by 'DB' suffix and platform; has URL
22139928,"SpliceDisease database: linking RNA splicing and disease.",True,N,high,Title explicitly contains 'database'; has URL
25841437,"dbPSP: a curated database for protein phosphorylation sites in prokaryotes.",True,N,high,Database indicated by 'db' prefix; has URL
31211398,"SpinachBase: a central portal for spinach genomics.",True,N,high,Title contains 'portal' and 'Base' suffix; has URL
22645600,"RiceRBP: A Resource for Experimentally Identified RNA Binding Proteins in Oryza sativa.",True,N,high,Title contains 'Resource'; has URL
22080505,"PSCDB: a database for protein structural change upon ligand binding.",True,N,high,Database indicated by 'DB' suffix; has URL
26759061,"Psmir: a database of potential associations between small molecules and miRNAs.",True,N,high,Title contains 'database'; has URL
27173524,"DPTEdb, an integrative database of transposable elements in dioecious plants.",True,N,high,Database indicated by 'db' suffix; has URL
27899679,"AtPID: a genome-scale resource for genotype-phenotype associations in Arabidopsis.",True,N,high,Title contains 'resource'; has URL
26099468,"dbEMT: an epithelial-mesenchymal transition associated gene resource.",True,N,high,Title contains 'resource' and 'db' prefix; has URL
25632108,"CyanOmics: an integrated database of omics for the model cyanobacterium Synechococcus sp. PCC 7002.",True,N,high,Title contains 'database'; has URL
33147626,"CellTalkDB: a manually curated database of ligand-receptor interactions in humans and mice.",True,N,high,Database indicated by 'DB' suffix; has URL
32882008,"TBDB: a database of structurally annotated T-box riboswitch:tRNA pairs.",True,N,high,Database indicated by 'DB' suffix; has URL
23016940,"HomeoDB2: functional expansion of a comparative homeobox gene database for evolutionary developmental biology.",True,N,high,Title contains 'database' and 'DB' suffix; has URL
30046160,"KampoDB, database of predicted targets and functional annotations of natural medicines.",True,N,high,Database indicated by 'DB' suffix; has URL
34497528,"ACNPD: The Database for Elucidating the Relationships Between Natural Products, Compounds, Molecular Mechanisms, and Cancer Types.",True,N,high,Title explicitly contains 'Database'; has URL
26339475,"SwissPalm: Protein Palmitoylation database.",True,N,high,Title contains 'database'; has URL
25348404,"WDSPdb: a database for WD40-repeat proteins.",True,N,high,Database indicated by 'db' suffix; has URL
33247932,"BarleyVarDB: a database of barley genomic variation.",True,N,high,Database indicated by 'DB' suffix; has URL
22140100,"HGPD: Human Gene and Protein Database, 2012 update.",True,N,high,Database indicated by 'D' suffix; has URL
28771471,"The Genomic Observatories Metadatabase (GeOMe): A new repository for field and sampling event metadata associated with genetic samples.",True,N,high,Title contains 'Metadatabase' and 'repository'; has URL
30053238,"mutTCPdb: a comprehensive database for genomic variants of a tropical country neglected disease-tropical calcific pancreatitis.",True,N,high,Database indicated by 'db' suffix; has URL
32294193,"ctcRbase: the gene expression database of circulating tumor cells and microemboli.",True,N,high,Title contains 'database' and 'base' suffix; has URL
33553941,"SARSCOVIDB-A New Platform for the Analysis of the Molecular Impact of SARS-CoV-2 Viral Infection.",True,N,high,Database indicated by 'DB' suffix and platform; has URL
28701700,"HDNetDB: A Molecular Interaction Database for Network-Oriented Investigations into Huntington's Disease.",True,N,high,Database indicated by 'DB' suffix; has URL
33294866,"Pancreatlas: Applying an Adaptable Framework to Map the Human Pancreas in Health and Disease.",True,N,high,Title contains 'atlas' suffix indicating data resource; has URL
30335161,"EVmiRNA: a database of miRNA profiling in extracellular vesicles.",True,N,high,Title contains 'database'; has URL
27242038,"GESDB: a platform of simulation resources for genetic epidemiology studies.",True,N,high,Database indicated by 'DB' suffix and platform; has URL
"27587585, 33104797","REDIportal: a comprehensive database of A-to-I RNA editing events in humans.",True,N,high,Title contains 'database' and 'portal'; has URL
24618044,"SoyFN: a knowledge database of soybean functional networks.",True,N,high,Title contains 'database'; has URL
23193262,"Genomicus: five genome browsers for comparative genomics in eukaryota.",True,N,high,Genome browsers for comparative data; has URL
27026615,"PheKB: a catalog and workflow for creating electronic phenotype algorithms for transportability.",True,N,high,Title contains 'catalog'; has URL
"22135296, 25510499","VectorBase: improvements to a bioinformatics resource for invertebrate vector genomics.",True,N,high,Title contains 'resource' and 'Base' suffix; has URL
28387199,"GSA: Genome Sequence Archive<sup/>.",True,N,high,Title contains 'Archive'; has URL
28299908,"The DrugAge database of aging-related drugs.",True,N,high,Title contains 'database'; has URL
33074314,"TransCirc: an interactive database for translatable circular RNAs based on multi-omics evidence.",True,N,high,Title contains 'database'; has URL
23952586,"A database for Mycobacterium secretome analysis: 'MycoSec' to accelerate global health research.",True,N,high,Title explicitly mentions 'database'; has URL
27733507,"PMDBase: a database for studying microsatellite DNA and marker development in plants.",True,N,high,Title contains 'database' and 'Base' suffix; has URL
28365723,"SilkPathDB: a comprehensive resource for the study of silkworm pathogens.",True,N,high,Database indicated by 'DB' suffix and 'resource'; has URL
23093601,"DoriC 5.0: an updated database of oriC regions in both bacterial and archaeal genomes.",True,N,high,Title contains 'database'; has URL
"25858286, 28439836","miRGate: a curated database of human, mouse and rat miRNA-mRNA targets.",True,N,high,Title contains 'database'; has URL
25970778,"CEMTDD: The database for elucidating the relationships among herbs, compounds, targets and related diseases for Chinese ethnic minority traditional drugs.",True,N,high,Title explicitly contains 'database'; has URL
22494395,"InterStoreDB: a generic integration resource for genetic and genomic data.",True,N,high,Database indicated by 'DB' suffix and 'resource'; has URL
31603498,"dbInDel: a database of enhancer-associated insertion and deletion variants by analysis of H3K27ac ChIP-Seq.",True,N,high,Database indicated by 'db' prefix; has URL
23172288,"UUCD: a family-based database of ubiquitin and ubiquitin-like conjugation.",True,N,high,Database indicated by 'D' suffix; has URL
22160653,"vHoT: a database for predicting interspecies interactions between viral microRNA and host genomes.",True,N,high,Title contains 'database'; has URL
30357390,"ALEdb 1.0: a database of mutations from adaptive laboratory evolution experimentation.",True,N,high,Database indicated by 'db' suffix; has URL
31240309,"TCR3d: The T cell receptor structural repertoire database.",True,N,high,Title contains 'database'; has URL
33181824,"CircR2Cancer: a manually curated database of associations between circRNAs and cancers.",True,N,high,Title contains 'database'; has URL
29220464,"KiPho: malaria parasite kinome and phosphatome portal.",True,N,high,Portal for kinome/phosphatome data; has URL
21575179,"SORGOdb: Superoxide Reductase Gene Ontology curated DataBase.",True,N,high,Database indicated by 'db' suffix; has URL
26566288,"DBGC: A Database of Human Gastric Cancer.",True,N,high,Title explicitly contains 'Database'; has URL
25656309,"BtoxDB: a comprehensive database of protein structural data on toxin-antitoxin systems.",True,N,high,Database indicated by 'DB' suffix; has URL
"24275496, 27899668","CyanoBase and RhizoBase: databases of manually curated annotations for cyanobacterial and rhizobial genomes.",True,N,high,Title explicitly contains 'databases'; has URL
30165538,"SKmDB: an integrated database of next generation sequencing information in skeletal muscle.",True,N,high,Database indicated by 'DB' suffix; has URL
24602877,"BambooGDB: a bamboo genome database with functional annotation and an analysis platform.",True,N,high,Database indicated by 'GDB' suffix; has URL
26800248,"The Salmonella In Silico Typing Resource (SISTR): An Open Web-Accessible Tool for Rapidly Typing and Subtyping Draft Salmonella Genome Assemblies.",True,Y,medium,Title emphasizes 'Tool for' typing/subtyping but has URL and resource component
24371150,"tasiRNAdb: a database of ta-siRNA regulatory pathways.",True,N,high,Database indicated by 'db' suffix; has URL
24561221,"MitoSatPlant: mitochondrial microsatellites database of viridiplantae.",True,N,high,Title contains 'database'; has URL
24771669,"PhylOPDb: a 16S rRNA oligonucleotide probe database for prokaryotic identification.",True,N,high,Database indicated by 'Db' suffix; has URL
25754864,"mycoCLAP, the database for characterized lignocellulose-active proteins of fungal origin: resource and text mining curation support.",True,N,high,Title explicitly contains 'database' and 'resource'; has URL
23074185,"Darned in 2013: inclusion of model organisms and linking with Wikipedia.",True,N,high,Database update indicated by year; has URL
33852582,"AlnC: An extensive database of long non-coding RNAs in angiosperms.",True,N,high,Title contains 'database'; has URL
30380071,"DSMNC: a database of somatic mutations in normal cells.",True,N,high,Title contains 'database'; has URL
26800861,"EchinoDB, an application for comparative transcriptomics of deeply-sampled clades of echinoderms.",True,N,high,Database indicated by 'DB' suffix; has URL
23139595,"CIBMAN: Database exploring Citrus biodiversity of Manipur.",True,N,high,Title explicitly contains 'Database'; has URL
25982314,"GermlncRNA: a unique catalogue of long non-coding RNAs and associated regulations in male germ cell development.",True,N,high,Title contains 'catalogue'; has URL
31724725,"oRNAment: a database of putative RNA binding protein target sites in the transcriptomes of model species.",True,N,high,Title contains 'database'; has URL
28365741,"TMPL: a database of experimental and theoretical transmembrane protein models positioned in the lipid bilayer.",True,N,high,Title contains 'database'; has URL
25324316,"EzCatDB: the enzyme reaction database, 2015 update.",True,N,high,Database indicated by 'DB' suffix; has URL
33780471,"MCPdb: The bacterial microcompartment database.",True,N,high,Database indicated by 'db' suffix; has URL
33868597,"GPCards: An integrated database of genotype-phenotype correlations in human genetic diseases.",True,N,high,Title contains 'database'; has URL
30329086,"CAGm: a repository of germline microsatellite variations in the 1000 genomes project.",True,N,high,Title contains 'repository'; has URL
26582922,"SureChEMBL: a large-scale, chemically annotated patent document database.",True,N,high,Title contains 'database'; has URL
26153137,"EpiFactors: a comprehensive database of human epigenetic factors and complexes.",False,N,medium,Title contains 'database' indicating data resource but lacks URL
25707505,"IIIDB: a database for isoform-isoform interactions and isoform network modules.",True,N,high,Database indicated by 'DB' suffix; has URL
"23118484, 29106616","MODOMICS: a database of RNA modification pathways--2013 update.",True,N,high,Title contains 'database'; has URL
33051671,"StreptomeDB 3.0: an updated compendium of streptomycetes natural products.",True,N,high,Database indicated by 'DB' suffix and 'compendium'; has URL
33237313,"RepeatsDB in 2021: improved data and extended classification for protein tandem repeat structures.",True,N,high,Database indicated by 'DB' suffix; has URL
25539768,"DCDB 2.0: a major update of the drug combination database.",True,N,high,Database indicated by 'DB' suffix; has URL
22064851,"HaploReg: a resource for exploring chromatin states, conservation, and regulatory motif alterations within sets of genetically linked variants.",True,N,high,Title contains 'resource'; has URL
23180799,"PGDD: a database of gene and genome duplication in plants.",True,N,high,Database indicated by 'DD' suffix; has URL
22702248,"WikiCell: a unified resource platform for human transcriptomics research.",True,N,high,Title contains 'resource platform'; has URL
28111365,"PlantRGDB: A Database of Plant Retrocopied Genes.",True,N,high,Database indicated by 'DB' suffix; has URL
27899556,"dbDEMC 2.0: updated database of differentially expressed miRNAs in human cancers.",True,N,high,Database indicated by 'db' prefix; has URL
27465544,"IGDD: a database of intronless genes in dicots.",True,N,high,Database indicated by 'DD' suffix; has URL
23203988,"PDBTM: Protein Data Bank of transmembrane proteins after 8 years.",True,N,high,Title contains 'Bank' indicating database; has URL
34626475,"Food Enzyme Database (FEDA): a web application gathering information about food enzyme preparations available on the European market.",True,N,high,Title explicitly contains 'Database'; has URL
26513174,"MDP, a database linking drug response data to genomic information, identifies dasatinib and statins as a combinatorial strategy to inhibit YAP/TAZ in cancer cells.",True,N,high,Title contains 'database'; has URL
33245771,"MarkerDB: an online database of molecular biomarkers.",True,N,high,Database indicated by 'DB' suffix; has URL
27987164,"Plant Genome DataBase Japan (PGDBj).",True,N,high,Title explicitly contains 'DataBase'; has URL
33259604,"HAHmiR.DB: a server platform for high-altitude human miRNA-gene coregulatory networks and associated regulatory circuits.",True,N,high,Database indicated by 'DB' suffix and platform; has URL
22613085,"HAltORF: a database of predicted out-of-frame alternative open reading frames in human.",True,N,high,Title contains 'database'; has URL
23717556,"HGPGD: the human gene population genetic difference database.",True,N,high,Database indicated by 'D' suffix; has URL
28977518,"qPrimerDB: a thermodynamics-based gene-specific qPCR primer database for 147 organisms.",True,N,high,Database indicated by 'DB' suffix; has URL
34244700,"2DProts: database of family-wide protein secondary structure diagrams.",True,N,high,Title contains 'database'; has URL
30357391,"The Immune Epitope Database (IEDB): 2018 update.",False,N,medium,Title explicitly contains 'Database' but lacks URL
26828034,"AmphibiaChina: an online database of Chinese Amphibians.",True,N,high,Title contains 'database'; has URL
33179754,"TISCH: a comprehensive web resource enabling interactive single-cell transcriptome visualization of tumor microenvironment.",True,N,high,Title contains 'resource'; has URL
28194231,"SkinSensDB: a curated database for skin sensitization assays.",True,N,high,Database indicated by 'DB' suffix; has URL
"24311564, 27899671","RepeatsDB: a database of tandem repeat protein structures.",True,N,high,Database indicated by 'DB' suffix; has URL
27789686,"GenomeCRISPR - a database for high-throughput CRISPR/Cas9 screens.",True,N,high,Title contains 'database'; has URL
31942977,"ChIPSummitDB: a ChIP-seq-based database of human transcription factor binding sites and the topological arrangements of the proteins bound to them.",True,N,high,Database indicated by 'DB' suffix; has URL
31240103,"MDR: an integrative DNA N6-methyladenine and N4-methylcytosine modification database for Rosaceae.",True,N,high,Title contains 'database'; has URL
27625390,"The PathoYeastract database: an information system for the analysis of gene and genomic transcription regulation in pathogenic yeasts.",True,N,high,Title explicitly contains 'database'; has URL
30196115,"HeteroMeth: A Database of Cell-to-cell Heterogeneity in DNA Methylation.",True,N,high,Title explicitly contains 'Database'; has URL
27504011,"MODEM: multi-omics data envelopment and mining in maize.",True,N,high,Database for multi-omics data; has URL
32330167,"geoBoundaries: A global database of political administrative boundaries.",True,N,high,Title contains 'database'; has URL
24573879,"NONATObase: a database for Polychaeta (Annelida) from the Southwestern Atlantic Ocean.",True,N,high,Title contains 'database' and 'base' suffix; has URL
34224878,"REVA as A Well-curated Database for Human Expression-modulating Variants.",True,N,high,Title explicitly contains 'Database'; has URL
31705629,"VariCarta: A Comprehensive Database of Harmonized Genomic Variants Found in Autism Spectrum Disorder Sequencing Studies.",True,N,high,Title explicitly contains 'Database'; has URL
22807998,"SyStemCell: a database populated with multiple levels of experimental data from stem cell differentiation research.",True,N,high,Title contains 'database'; has URL
33709443,"LIMONADA: A database dedicated to the simulation of biological membranes.",True,N,high,Title contains 'database'; has URL
"23180788, 26578591","SomamiR: a database for somatic mutations impacting microRNA function in cancer.",True,N,high,Title contains 'database'; has URL
26949480,"SNP2Structure: A Public and Versatile Resource for Mapping and Three-Dimensional Modeling of Missense SNPs on Human Protein Structures.",True,N,high,Title contains 'Resource'; has URL
25217587,"VirusMentha: a new resource for virus-host protein interactions.",True,N,high,Title contains 'resource'; has URL
34154536,"TeaAS: a comprehensive database for alternative splicing in tea plants (Camellia sinensis).",True,N,high,Title contains 'database'; has URL
24578355,"StaphyloBase: a specialized genomic resource for the staphylococcal research community.",True,N,high,Title contains 'resource' and 'Base' suffix; has URL
28365738,"ABCMdb reloaded: updates on mutations in ATP binding cassette proteins.",True,N,high,Database indicated by 'db' suffix; has URL
34630517,"NetGenes: A Database of Essential Genes Predicted Using Features From Interaction Networks.",True,N,high,Title explicitly contains 'Database'; has URL
23317704,"AMDD: antimicrobial drug database.",True,N,high,Database indicated by 'DD' suffix; has URL
32542364,"GTDB: an integrated resource for glycosyltransferase sequences and annotations.",False,N,medium,Title contains 'resource' and 'DB' suffix but lacks URL
32931381,"ZenoFishDb v1.1: A Database for Xenotransplantation Studies in Zebrafish.",True,N,high,Title explicitly contains 'Database'; has URL
34639237,"GreeningDB: A Database of Host-Pathogen Protein-Protein Interactions and Annotation Features of the Bacteria Causing Huanglongbing HLB Disease.",True,N,high,Database indicated by 'DB' suffix; has URL
25098641,"Development of a Smartphone App for a Genetics Website: The Amyotrophic Lateral Sclerosis Online Genetics Database (ALSoD).",False,Y,high,Title focuses on 'Development of' app/tool not database itself; no URL
23486613,"Comparative genome analysis and gene finding in Candida species using CGOB.",True,N,high,Title uses database CGOB for analysis; has URL
23875173,"MelanomaDB: A Web Tool for Integrative Analysis of Melanoma Genomic Information to Identify Disease-Associated Molecular Pathways.",True,N,high,Database indicated by 'DB' suffix; has URL
25065645,"The genome-scale metabolic network of Ectocarpus siliculosus (EctoGEM): a resource to study brown algal physiology and beyond.",True,N,high,Title contains 'resource'; has URL
33119754,"HeRA: an atlas of enhancer RNAs across human tissues.",True,N,high,Title contains 'atlas'; has URL
21890895,"OPM database and PPM web server: resources for positioning of proteins in membranes.",True,N,high,Title contains 'database' and 'resources'; has URL
24229347,"NeuroGeM, a knowledgebase of genetic modifiers in neurodegenerative diseases.",True,N,high,Title contains 'knowledgebase'; has URL
31642470,"WormBase: a modern Model Organism Information Resource.",True,N,high,Title contains 'Resource' and 'Base' suffix; has URL
27081154,"3CDB: a manually curated database of chromosome conformation capture data.",True,N,high,Database indicated by 'DB' suffix; has URL
25392418,"ValidatorDB: database of up-to-date validation results for ligands and non-standard residues from the Protein Data Bank.",True,N,high,Database indicated by 'DB' suffix; has URL
24451008,"ZINClick: a database of 16 million novel, patentable, and readily synthesizable 1,4-disubstituted triazoles.",True,N,high,Title contains 'database'; has URL
23175607,"CyanoLyase: a database of phycobilin lyase sequences, motifs and functions.",True,N,high,Title contains 'database'; has URL
22067443,"PINA v2.0: mining interactome modules.",True,N,high,Database for interactome data; has URL
23282181,"PCDq: human protein complex database with quality index which summarizes different levels of evidences of protein complexes predicted from h-invitational protein-protein interactions integrative dataset.",True,N,high,Title contains 'database'; has URL
26317619,"FMiR: A Curated Resource of Mitochondrial DNA Information for Fish.",True,N,high,Title contains 'Resource'; has URL
33021671,"RMVar: an updated database of functional variants involved in RNA modifications.",True,N,high,Title contains 'database'; has URL
29892514,"Chemical curation to improve data accuracy: recent development of the 3DMET database.",False,Y,high,Title focuses on methodology ('curation to improve') not resource description; no URL
21917859,"GETPrime: a gene- or transcript-specific primer database for quantitative real-time PCR.",True,N,high,Title contains 'database'; has URL
26131021,"TaxKB: a knowledge base for new taxane-related drug discovery.",True,N,high,Title contains 'knowledge base'; has URL
24304895,"BacMet: antibacterial biocide and metal resistance genes database.",True,N,high,Title contains 'database'; has URL
34122478,"PSDX: A Comprehensive Multi-Omics Association Database of <i>Populus trichocarpa</i> With a Focus on the Secondary Growth in Response to Stresses.",True,N,high,Title explicitly contains 'Database'; has URL
33119759,"gcType: a high-quality type strain genome database for microbial phylogenetic and functional research.",True,N,high,Title contains 'database'; has URL
25352573,"Development of the ECODAB into a relational database for Escherichia coli O-antigens and other bacterial polysaccharides.",True,N,high,Title describes development into database; has URL
33094321,"VPTMdb: a viral posttranslational modification database.",True,N,high,Database indicated by 'db' suffix; has URL
34335304,"Amadis: A Comprehensive Database for Association Between Microbiota and Disease.",True,N,high,Title explicitly contains 'Database'; has URL
28888135,"STRSeq: A catalog of sequence diversity at human identification Short Tandem Repeat loci.",True,N,high,Title contains 'catalog'; has URL
27899563,"ChimerDB 3.0: an enhanced database for fusion genes from cancer transcriptome and literature data mining.",True,N,high,Database indicated by 'DB' suffix; has URL
28025342,"RiceATM: a platform for identifying the association between rice agronomic traits and miRNA expression.",True,N,high,Platform for data associations; has URL
33010163,"cncRNAdb: a manually curated resource of experimentally supported RNAs with both protein-coding and noncoding function.",True,N,high,Database indicated by 'db' suffix and 'resource'; has URL
33897975,"FGDB: Database of follicle stimulating hormone glycans.",True,N,high,Database indicated by 'DB' suffix; has URL
29077896,"mirTrans: a resource of transcriptional regulation on microRNAs for human cell lines.",True,N,high,Title contains 'resource'; has URL
30307523,"PVsiRNAdb: a database for plant exclusive virus-derived small interfering RNAs.",True,N,high,Database indicated by 'db' suffix; has URL
33406221,"iCysMod: an integrative database for protein cysteine modifications in eukaryotes.",True,N,high,Title contains 'database'; has URL
29136200,"PRODORIC2: the bacterial gene regulation database in 2018.",True,N,high,Title contains 'database'; has URL
"30365034, 30371881","Database Resources of the BIG Data Center in 2019.",True,N,high,Title explicitly contains 'Database Resources'; has URL
29509874,"CarbonylDB: a curated data-resource of protein carbonylation sites.",True,N,high,Database indicated by 'DB' suffix and 'resource'; has URL
31169974,"Medicinal Chemistry Aware Database GDBMedChem.",True,N,high,Title explicitly contains 'Database'; has URL
"24170807, 29036684","The YEASTRACT database: an upgraded information system for the analysis of gene and genomic transcription regulation in Saccharomyces cerevisiae.",True,N,high,Title explicitly contains 'database'; has URL
27127885,"GCGene: a gene resource for gastric cancer with literature evidence.",True,N,high,Title contains 'resource'; has URL
21940779,"RNAcentral: A vision for an international database of RNA sequences.",False,N,medium,Title describes vision for database but lacks URL
23378291,"PhenoDB: a new web-based tool for the collection, storage, and analysis of phenotypic features.",True,N,high,Database indicated by 'DB' suffix; has URL
24203705,"MetaRef: a pan-genomic database for comparative and community microbial genomics.",True,N,high,Title contains 'database'; has URL
21253599,"PoPoolation: a toolbox for population genetic analysis of next generation sequencing data from pooled individuals.",False,Y,high,Title describes 'toolbox for' analysis not data resource; no URL
30239683,"ATD: a comprehensive bioinformatics resource for deciphering the association of autophagy and diseases.",True,N,high,Title contains 'resource'; has URL
26173767,"Mediterranean Founder Mutation Database (MFMD): Taking Advantage from Founder Mutations in Genetics Diagnosis, Genetic Diversity and Migration History of the Mediterranean Population.",True,N,high,Title explicitly contains 'Database'; has URL
28077569,"RAIN: RNA-protein Association and Interaction Networks.",True,N,high,Database for association networks; has URL
23046449,"IPAD: the Integrated Pathway Analysis Database for Systematic Enrichment Analysis.",True,N,high,Title explicitly contains 'Database'; has URL
31647101,"miRTarBase 2020: updates to the experimentally validated microRNA-target interaction database.",True,N,high,Title contains 'database' and 'Base' suffix; has URL
26215638,"FusionCancer: a database of cancer fusion genes derived from RNA-seq data.",True,N,high,Title contains 'database'; has URL
"29106639, 32833025","MNDR v2.0: an updated resource of ncRNA-disease associations in mammals.",True,N,high,Title contains 'resource'; has URL
33125077,"MASI: microbiota-active substance interactions database.",True,N,high,Title contains 'database'; has URL
"21859476, 27789702, 29092931","Cistrome: an integrative platform for transcriptional regulation studies.",True,N,high,Platform for data integration; has URL
28358052,"HIVed, a knowledgebase for differentially expressed human genes and proteins during HIV infection, replication and latency.",True,N,high,Title contains 'knowledgebase'; has URL
30329093,"REDfly: the transcriptional regulatory element database for Drosophila.",True,N,high,Title contains 'database'; has URL
33258964,"ThRSDB: a database of Thai rice starch composition, molecular structure and functionality.",True,N,high,Database indicated by 'DB' suffix; has URL
33112702,"LncRBase V.2: an updated resource for multispecies lncRNAs and ClinicLSNP hosting genetic variants in lncRNAs for cancer patients.",True,N,high,Title contains 'resource' and 'Base' suffix; has URL
28977416,"IMOTA: an interactive multi-omics tissue atlas for the analysis of human miRNA-target interactions.",True,N,high,Title contains 'atlas'; has URL
"22135287, 24243848","miRNEST database: an integrative approach in microRNA search and annotation.",True,N,high,Title explicitly contains 'database'; has URL
32990755,"CSVS, a crowdsourcing database of the Spanish population genetic variability.",True,N,high,Title contains 'database'; has URL
26496950,"OpenTein: a database of digital whole-slide images of stem cell-derived teratomas.",True,N,high,Title contains 'database'; has URL
25361969,"VaDE: a manually curated database of reproducible associations between various traits and human genomic polymorphisms.",True,N,high,Title contains 'database'; has URL
